gene_name,gene_id,Transcript Flag,num_tss,num_tss_binned
SCAND1,ENSG00000171222.11,Protein Coding (contains an ORF),3,3
SCAND3,ENSG00000232040.4,GENCODE Basic,2,2
SCAND3,ENSG00000232040.4,GENCODE Comprehensive,5,5
SCAND3,ENSG00000232040.4,GENCODE Primary,1,1
SCAND3,ENSG00000232040.4,Protein Coding (contains an ORF),2,2
SCAP,ENSG00000114650.21,GENCODE Basic,2,2
SCAP,ENSG00000114650.21,GENCODE Comprehensive,12,>10
SCAP,ENSG00000114650.21,GENCODE Primary,1,1
SCAP,ENSG00000114650.21,Protein Coding (contains an ORF),5,5
SCAPER,ENSG00000140386.13,GENCODE Basic,3,3
SCAPER,ENSG00000140386.13,GENCODE Comprehensive,22,>10
SCAPER,ENSG00000140386.13,GENCODE Primary,1,1
SCAPER,ENSG00000140386.13,Protein Coding (contains an ORF),9,9
SCARA3,ENSG00000168077.14,GENCODE Basic,2,2
SCARA3,ENSG00000168077.14,GENCODE Comprehensive,2,2
SCARA3,ENSG00000168077.14,GENCODE Primary,2,2
SCARA3,ENSG00000168077.14,Protein Coding (contains an ORF),2,2
SCARA5,ENSG00000168079.17,GENCODE Basic,4,4
SCARA5,ENSG00000168079.17,GENCODE Comprehensive,4,4
SCARA5,ENSG00000168079.17,GENCODE Primary,3,3
SCARA5,ENSG00000168079.17,Protein Coding (contains an ORF),4,4
SCARB1,ENSG00000073060.17,GENCODE Basic,7,7
SCARB1,ENSG00000073060.17,GENCODE Comprehensive,18,>10
SCARB1,ENSG00000073060.17,GENCODE Primary,7,7
SCARB1,ENSG00000073060.17,Protein Coding (contains an ORF),8,8
SCARB2,ENSG00000138760.11,GENCODE Basic,6,6
SCARB2,ENSG00000138760.11,GENCODE Comprehensive,25,>10
SCARB2,ENSG00000138760.11,GENCODE Primary,2,2
SCARB2,ENSG00000138760.11,Protein Coding (contains an ORF),8,8
SCARF1,ENSG00000074660.17,GENCODE Basic,2,2
SCARF1,ENSG00000074660.17,GENCODE Comprehensive,7,7
SCARF1,ENSG00000074660.17,GENCODE Primary,1,1
SCARF1,ENSG00000074660.17,Protein Coding (contains an ORF),2,2
SCARF2,ENSG00000244486.9,GENCODE Basic,2,2
SCARF2,ENSG00000244486.9,GENCODE Comprehensive,3,3
SCARF2,ENSG00000244486.9,GENCODE Primary,2,2
SCARF2,ENSG00000244486.9,Protein Coding (contains an ORF),2,2
SCART1,ENSG00000214279.13,GENCODE Basic,1,1
SCART1,ENSG00000214279.13,GENCODE Comprehensive,6,6
SCART1,ENSG00000214279.13,GENCODE Primary,1,1
SCART1,ENSG00000214279.13,Protein Coding (contains an ORF),1,1
SCCPDH,ENSG00000143653.10,GENCODE Basic,1,1
SCCPDH,ENSG00000143653.10,GENCODE Comprehensive,1,1
SCCPDH,ENSG00000143653.10,GENCODE Primary,1,1
SCCPDH,ENSG00000143653.10,Protein Coding (contains an ORF),1,1
SCD,ENSG00000099194.6,GENCODE Basic,1,1
SCD,ENSG00000099194.6,GENCODE Comprehensive,1,1
SCD,ENSG00000099194.6,GENCODE Primary,1,1
SCD,ENSG00000099194.6,Protein Coding (contains an ORF),1,1
SCD5,ENSG00000145284.12,GENCODE Basic,2,2
SCD5,ENSG00000145284.12,GENCODE Comprehensive,2,2
SCD5,ENSG00000145284.12,GENCODE Primary,1,1
SCD5,ENSG00000145284.12,Protein Coding (contains an ORF),2,2
SCEL,ENSG00000136155.17,GENCODE Basic,3,3
SCEL,ENSG00000136155.17,GENCODE Comprehensive,5,5
SCEL,ENSG00000136155.17,GENCODE Primary,3,3
SCEL,ENSG00000136155.17,Protein Coding (contains an ORF),3,3
SCFD1,ENSG00000092108.22,GENCODE Basic,9,9
SCFD1,ENSG00000092108.22,GENCODE Comprehensive,29,>10
SCFD1,ENSG00000092108.22,GENCODE Primary,4,4
SCFD1,ENSG00000092108.22,Protein Coding (contains an ORF),9,9
SCFD2,ENSG00000184178.17,GENCODE Basic,1,1
SCFD2,ENSG00000184178.17,GENCODE Comprehensive,2,2
SCFD2,ENSG00000184178.17,GENCODE Primary,1,1
SCFD2,ENSG00000184178.17,Protein Coding (contains an ORF),2,2
SCG2,ENSG00000171951.5,GENCODE Basic,1,1
SCG2,ENSG00000171951.5,GENCODE Comprehensive,2,2
SCG2,ENSG00000171951.5,GENCODE Primary,1,1
SCG2,ENSG00000171951.5,Protein Coding (contains an ORF),2,2
SCG3,ENSG00000104112.9,GENCODE Basic,2,2
SCG3,ENSG00000104112.9,GENCODE Comprehensive,3,3
SCG3,ENSG00000104112.9,GENCODE Primary,1,1
SCG3,ENSG00000104112.9,Protein Coding (contains an ORF),3,3
SCG5,ENSG00000166922.9,GENCODE Basic,4,4
SCG5,ENSG00000166922.9,GENCODE Comprehensive,9,9
SCG5,ENSG00000166922.9,GENCODE Primary,2,2
SCG5,ENSG00000166922.9,Protein Coding (contains an ORF),5,5
SCGB1A1,ENSG00000149021.7,GENCODE Basic,2,2
SCGB1A1,ENSG00000149021.7,GENCODE Comprehensive,2,2
SCGB1A1,ENSG00000149021.7,GENCODE Primary,1,1
SCGB1A1,ENSG00000149021.7,Protein Coding (contains an ORF),2,2
SCGB1C1,ENSG00000188076.3,GENCODE Basic,1,1
SCGB1C1,ENSG00000188076.3,GENCODE Comprehensive,1,1
SCGB1C1,ENSG00000188076.3,GENCODE Primary,1,1
SCGB1C1,ENSG00000188076.3,Protein Coding (contains an ORF),1,1
SCGB1C2,ENSG00000268320.4,GENCODE Basic,1,1
SCGB1C2,ENSG00000268320.4,GENCODE Comprehensive,1,1
SCGB1C2,ENSG00000268320.4,GENCODE Primary,1,1
SCGB1C2,ENSG00000268320.4,Protein Coding (contains an ORF),1,1
SCGB1D1,ENSG00000168515.3,GENCODE Basic,1,1
SCGB1D1,ENSG00000168515.3,GENCODE Comprehensive,1,1
SCGB1D1,ENSG00000168515.3,GENCODE Primary,1,1
SCGB1D1,ENSG00000168515.3,Protein Coding (contains an ORF),1,1
SCGB1D2,ENSG00000124935.4,GENCODE Basic,1,1
SCGB1D2,ENSG00000124935.4,GENCODE Comprehensive,1,1
SCGB1D2,ENSG00000124935.4,GENCODE Primary,1,1
SCGB1D2,ENSG00000124935.4,Protein Coding (contains an ORF),1,1
SCGB1D4,ENSG00000197745.3,GENCODE Basic,1,1
SCGB1D4,ENSG00000197745.3,GENCODE Comprehensive,1,1
SCGB1D4,ENSG00000197745.3,GENCODE Primary,1,1
SCGB1D4,ENSG00000197745.3,Protein Coding (contains an ORF),1,1
SCGB2A1,ENSG00000124939.6,GENCODE Basic,1,1
SCGB2A1,ENSG00000124939.6,GENCODE Comprehensive,1,1
SCGB2A1,ENSG00000124939.6,GENCODE Primary,1,1
SCGB2A1,ENSG00000124939.6,Protein Coding (contains an ORF),1,1
SCGB2A2,ENSG00000110484.7,GENCODE Basic,1,1
SCGB2A2,ENSG00000110484.7,GENCODE Comprehensive,1,1
SCGB2A2,ENSG00000110484.7,GENCODE Primary,1,1
SCGB2A2,ENSG00000110484.7,Protein Coding (contains an ORF),1,1
SCGB2B2,ENSG00000205209.8,GENCODE Basic,2,2
SCGB2B2,ENSG00000205209.8,GENCODE Comprehensive,3,3
SCGB2B2,ENSG00000205209.8,GENCODE Primary,1,1
SCGB2B2,ENSG00000205209.8,Protein Coding (contains an ORF),2,2
SCGB3A1,ENSG00000161055.4,GENCODE Basic,1,1
SCGB3A1,ENSG00000161055.4,GENCODE Comprehensive,2,2
SCGB3A1,ENSG00000161055.4,GENCODE Primary,1,1
SCGB3A1,ENSG00000161055.4,Protein Coding (contains an ORF),1,1
SCGB3A2,ENSG00000164265.9,GENCODE Basic,2,2
SCGB3A2,ENSG00000164265.9,GENCODE Comprehensive,4,4
SCGB3A2,ENSG00000164265.9,GENCODE Primary,1,1
SCGB3A2,ENSG00000164265.9,Protein Coding (contains an ORF),2,2
SCGN,ENSG00000079689.15,GENCODE Basic,1,1
SCGN,ENSG00000079689.15,GENCODE Comprehensive,2,2
SCGN,ENSG00000079689.15,GENCODE Primary,1,1
SCGN,ENSG00000079689.15,Protein Coding (contains an ORF),1,1
SCHIP1,ENSG00000151967.19,GENCODE Basic,6,6
SCHIP1,ENSG00000151967.19,GENCODE Comprehensive,15,>10
SCHIP1,ENSG00000151967.19,GENCODE Primary,5,5
SCHIP1,ENSG00000151967.19,Protein Coding (contains an ORF),9,9
SCIMP,ENSG00000161929.15,GENCODE Basic,2,2
SCIMP,ENSG00000161929.15,GENCODE Comprehensive,2,2
SCIMP,ENSG00000161929.15,GENCODE Primary,1,1
SCIMP,ENSG00000161929.15,Protein Coding (contains an ORF),2,2
SCIN,ENSG00000006747.15,GENCODE Basic,2,2
SCIN,ENSG00000006747.15,GENCODE Comprehensive,10,10
SCIN,ENSG00000006747.15,GENCODE Primary,1,1
SCIN,ENSG00000006747.15,Protein Coding (contains an ORF),5,5
SCLT1,ENSG00000151466.12,GENCODE Basic,6,6
SCLT1,ENSG00000151466.12,GENCODE Comprehensive,10,10
SCLT1,ENSG00000151466.12,GENCODE Primary,3,3
SCLT1,ENSG00000151466.12,Protein Coding (contains an ORF),6,6
SCLY,ENSG00000132330.18,GENCODE Basic,3,3
SCLY,ENSG00000132330.18,GENCODE Comprehensive,20,>10
SCLY,ENSG00000132330.18,GENCODE Primary,1,1
SCLY,ENSG00000132330.18,Protein Coding (contains an ORF),9,9
SCMH1,ENSG00000010803.18,GENCODE Basic,7,7
SCMH1,ENSG00000010803.18,GENCODE Comprehensive,14,>10
SCMH1,ENSG00000010803.18,GENCODE Primary,3,3
SCMH1,ENSG00000010803.18,Protein Coding (contains an ORF),8,8
SCML1,ENSG00000047634.15,GENCODE Basic,4,4
SCML1,ENSG00000047634.15,GENCODE Comprehensive,7,7
SCML1,ENSG00000047634.15,GENCODE Primary,4,4
SCML1,ENSG00000047634.15,Protein Coding (contains an ORF),5,5
SCML2,ENSG00000102098.19,GENCODE Basic,3,3
SCML2,ENSG00000102098.19,GENCODE Comprehensive,5,5
SCML2,ENSG00000102098.19,GENCODE Primary,3,3
SCML2,ENSG00000102098.19,Protein Coding (contains an ORF),4,4
SCML4,ENSG00000146285.15,GENCODE Basic,3,3
SCML4,ENSG00000146285.15,GENCODE Comprehensive,9,9
SCML4,ENSG00000146285.15,GENCODE Primary,2,2
SCML4,ENSG00000146285.15,Protein Coding (contains an ORF),4,4
SCN10A,ENSG00000185313.9,GENCODE Basic,3,3
SCN10A,ENSG00000185313.9,GENCODE Comprehensive,3,3
SCN10A,ENSG00000185313.9,GENCODE Primary,2,2
SCN10A,ENSG00000185313.9,Protein Coding (contains an ORF),3,3
SCN11A,ENSG00000168356.13,GENCODE Basic,4,4
SCN11A,ENSG00000168356.13,GENCODE Comprehensive,8,8
SCN11A,ENSG00000168356.13,GENCODE Primary,4,4
SCN11A,ENSG00000168356.13,Protein Coding (contains an ORF),4,4
SCN1A,ENSG00000144285.24,GENCODE Basic,10,10
SCN1A,ENSG00000144285.24,GENCODE Comprehensive,20,>10
SCN1A,ENSG00000144285.24,GENCODE Primary,8,8
SCN1A,ENSG00000144285.24,Protein Coding (contains an ORF),11,>10
SCN1B,ENSG00000105711.14,GENCODE Basic,6,6
SCN1B,ENSG00000105711.14,GENCODE Comprehensive,8,8
SCN1B,ENSG00000105711.14,GENCODE Primary,3,3
SCN1B,ENSG00000105711.14,Protein Coding (contains an ORF),6,6
SCN2A,ENSG00000136531.19,GENCODE Basic,5,5
SCN2A,ENSG00000136531.19,GENCODE Comprehensive,17,>10
SCN2A,ENSG00000136531.19,GENCODE Primary,1,1
SCN2A,ENSG00000136531.19,Protein Coding (contains an ORF),7,7
SCN2B,ENSG00000149575.9,GENCODE Basic,1,1
SCN2B,ENSG00000149575.9,GENCODE Comprehensive,4,4
SCN2B,ENSG00000149575.9,GENCODE Primary,1,1
SCN2B,ENSG00000149575.9,Protein Coding (contains an ORF),1,1
SCN3A,ENSG00000153253.20,GENCODE Basic,5,5
SCN3A,ENSG00000153253.20,GENCODE Comprehensive,11,>10
SCN3A,ENSG00000153253.20,GENCODE Primary,5,5
SCN3A,ENSG00000153253.20,Protein Coding (contains an ORF),6,6
SCN3B,ENSG00000166257.10,GENCODE Basic,4,4
SCN3B,ENSG00000166257.10,GENCODE Comprehensive,9,9
SCN3B,ENSG00000166257.10,GENCODE Primary,2,2
SCN3B,ENSG00000166257.10,Protein Coding (contains an ORF),5,5
SCN4A,ENSG00000007314.12,GENCODE Basic,1,1
SCN4A,ENSG00000007314.12,GENCODE Comprehensive,3,3
SCN4A,ENSG00000007314.12,GENCODE Primary,1,1
SCN4A,ENSG00000007314.12,Protein Coding (contains an ORF),1,1
SCN4B,ENSG00000177098.9,GENCODE Basic,2,2
SCN4B,ENSG00000177098.9,GENCODE Comprehensive,6,6
SCN4B,ENSG00000177098.9,GENCODE Primary,2,2
SCN4B,ENSG00000177098.9,Protein Coding (contains an ORF),2,2
SCN5A,ENSG00000183873.20,GENCODE Basic,4,4
SCN5A,ENSG00000183873.20,GENCODE Comprehensive,10,10
SCN5A,ENSG00000183873.20,GENCODE Primary,4,4
SCN5A,ENSG00000183873.20,Protein Coding (contains an ORF),5,5
SCN7A,ENSG00000136546.17,GENCODE Basic,3,3
SCN7A,ENSG00000136546.17,GENCODE Comprehensive,6,6
SCN7A,ENSG00000136546.17,GENCODE Primary,3,3
SCN7A,ENSG00000136546.17,Protein Coding (contains an ORF),4,4
SCN8A,ENSG00000196876.19,GENCODE Basic,6,6
SCN8A,ENSG00000196876.19,GENCODE Comprehensive,16,>10
SCN8A,ENSG00000196876.19,GENCODE Primary,6,6
SCN8A,ENSG00000196876.19,Protein Coding (contains an ORF),8,8
SCN9A,ENSG00000169432.19,GENCODE Basic,4,4
SCN9A,ENSG00000169432.19,GENCODE Comprehensive,11,>10
SCN9A,ENSG00000169432.19,GENCODE Primary,4,4
SCN9A,ENSG00000169432.19,Protein Coding (contains an ORF),5,5
SCNM1,ENSG00000163156.12,GENCODE Basic,2,2
SCNM1,ENSG00000163156.12,GENCODE Comprehensive,7,7
SCNM1,ENSG00000163156.12,GENCODE Primary,1,1
SCNM1,ENSG00000163156.12,Protein Coding (contains an ORF),3,3
SCNN1A,ENSG00000111319.13,GENCODE Basic,5,5
SCNN1A,ENSG00000111319.13,GENCODE Comprehensive,20,>10
SCNN1A,ENSG00000111319.13,GENCODE Primary,4,4
SCNN1A,ENSG00000111319.13,Protein Coding (contains an ORF),6,6
SCNN1B,ENSG00000168447.11,GENCODE Basic,3,3
SCNN1B,ENSG00000168447.11,GENCODE Comprehensive,7,7
SCNN1B,ENSG00000168447.11,GENCODE Primary,2,2
SCNN1B,ENSG00000168447.11,Protein Coding (contains an ORF),4,4
SCNN1D,ENSG00000162572.21,GENCODE Basic,4,4
SCNN1D,ENSG00000162572.21,GENCODE Comprehensive,8,8
SCNN1D,ENSG00000162572.21,GENCODE Primary,2,2
SCNN1D,ENSG00000162572.21,Protein Coding (contains an ORF),6,6
SCNN1G,ENSG00000166828.3,GENCODE Basic,1,1
SCNN1G,ENSG00000166828.3,GENCODE Comprehensive,1,1
SCNN1G,ENSG00000166828.3,GENCODE Primary,1,1
SCNN1G,ENSG00000166828.3,Protein Coding (contains an ORF),1,1
SCO1,ENSG00000133028.12,GENCODE Basic,2,2
SCO1,ENSG00000133028.12,GENCODE Comprehensive,5,5
SCO1,ENSG00000133028.12,GENCODE Primary,2,2
SCO1,ENSG00000133028.12,Protein Coding (contains an ORF),2,2
SCO2,ENSG00000284194.3,GENCODE Basic,4,4
SCO2,ENSG00000284194.3,GENCODE Comprehensive,4,4
SCO2,ENSG00000284194.3,GENCODE Primary,3,3
SCO2,ENSG00000284194.3,Protein Coding (contains an ORF),4,4
SCOC,ENSG00000153130.18,GENCODE Basic,9,9
SCOC,ENSG00000153130.18,GENCODE Comprehensive,9,9
SCOC,ENSG00000153130.18,GENCODE Primary,4,4
SCOC,ENSG00000153130.18,Protein Coding (contains an ORF),9,9
SCP2,ENSG00000116171.19,GENCODE Basic,7,7
SCP2,ENSG00000116171.19,GENCODE Comprehensive,12,>10
SCP2,ENSG00000116171.19,GENCODE Primary,6,6
SCP2,ENSG00000116171.19,Protein Coding (contains an ORF),9,9
SCP2D1,ENSG00000132631.6,GENCODE Basic,1,1
SCP2D1,ENSG00000132631.6,GENCODE Comprehensive,1,1
SCP2D1,ENSG00000132631.6,GENCODE Primary,1,1
SCP2D1,ENSG00000132631.6,Protein Coding (contains an ORF),1,1
SCPEP1,ENSG00000121064.13,GENCODE Basic,2,2
SCPEP1,ENSG00000121064.13,GENCODE Comprehensive,13,>10
SCPEP1,ENSG00000121064.13,GENCODE Primary,2,2
SCPEP1,ENSG00000121064.13,Protein Coding (contains an ORF),4,4
SCPPPQ1,ENSG00000272856.2,GENCODE Basic,1,1
SCPPPQ1,ENSG00000272856.2,GENCODE Comprehensive,2,2
SCPPPQ1,ENSG00000272856.2,GENCODE Primary,1,1
SCPPPQ1,ENSG00000272856.2,Protein Coding (contains an ORF),1,1
SCRG1,ENSG00000164106.8,GENCODE Basic,1,1
SCRG1,ENSG00000164106.8,GENCODE Comprehensive,2,2
SCRG1,ENSG00000164106.8,GENCODE Primary,1,1
SCRG1,ENSG00000164106.8,Protein Coding (contains an ORF),1,1
SCRIB,ENSG00000180900.20,GENCODE Basic,3,3
SCRIB,ENSG00000180900.20,GENCODE Comprehensive,9,9
SCRIB,ENSG00000180900.20,GENCODE Primary,2,2
SCRIB,ENSG00000180900.20,Protein Coding (contains an ORF),6,6
SCRN1,ENSG00000136193.17,GENCODE Basic,7,7
SCRN1,ENSG00000136193.17,GENCODE Comprehensive,10,10
SCRN1,ENSG00000136193.17,GENCODE Primary,5,5
SCRN1,ENSG00000136193.17,Protein Coding (contains an ORF),9,9
SCRN2,ENSG00000141295.14,GENCODE Basic,3,3
SCRN2,ENSG00000141295.14,GENCODE Comprehensive,13,>10
SCRN2,ENSG00000141295.14,GENCODE Primary,3,3
SCRN2,ENSG00000141295.14,Protein Coding (contains an ORF),5,5
SCRN3,ENSG00000144306.15,GENCODE Basic,2,2
SCRN3,ENSG00000144306.15,GENCODE Comprehensive,12,>10
SCRN3,ENSG00000144306.15,GENCODE Primary,2,2
SCRN3,ENSG00000144306.15,Protein Coding (contains an ORF),7,7
SCRT1,ENSG00000261678.3,GENCODE Basic,1,1
SCRT1,ENSG00000261678.3,GENCODE Comprehensive,1,1
SCRT1,ENSG00000261678.3,GENCODE Primary,1,1
SCRT1,ENSG00000261678.3,Protein Coding (contains an ORF),1,1
SCRT2,ENSG00000215397.4,GENCODE Basic,1,1
SCRT2,ENSG00000215397.4,GENCODE Comprehensive,1,1
SCRT2,ENSG00000215397.4,GENCODE Primary,1,1
SCRT2,ENSG00000215397.4,Protein Coding (contains an ORF),1,1
SCT,ENSG00000070031.4,GENCODE Basic,1,1
SCT,ENSG00000070031.4,GENCODE Comprehensive,1,1
SCT,ENSG00000070031.4,GENCODE Primary,1,1
SCT,ENSG00000070031.4,Protein Coding (contains an ORF),1,1
SCTR,ENSG00000080293.10,GENCODE Basic,1,1
SCTR,ENSG00000080293.10,GENCODE Comprehensive,5,5
SCTR,ENSG00000080293.10,GENCODE Primary,1,1
SCTR,ENSG00000080293.10,Protein Coding (contains an ORF),3,3
SCUBE1,ENSG00000159307.20,GENCODE Basic,2,2
SCUBE1,ENSG00000159307.20,GENCODE Comprehensive,6,6
SCUBE1,ENSG00000159307.20,GENCODE Primary,2,2
SCUBE1,ENSG00000159307.20,Protein Coding (contains an ORF),3,3
SCUBE2,ENSG00000175356.14,GENCODE Basic,3,3
SCUBE2,ENSG00000175356.14,GENCODE Comprehensive,13,>10
SCUBE2,ENSG00000175356.14,GENCODE Primary,3,3
SCUBE2,ENSG00000175356.14,Protein Coding (contains an ORF),7,7
SCUBE3,ENSG00000146197.9,GENCODE Basic,1,1
SCUBE3,ENSG00000146197.9,GENCODE Comprehensive,1,1
SCUBE3,ENSG00000146197.9,GENCODE Primary,1,1
SCUBE3,ENSG00000146197.9,Protein Coding (contains an ORF),1,1
SCX,ENSG00000260428.3,GENCODE Basic,1,1
SCX,ENSG00000260428.3,GENCODE Comprehensive,1,1
SCX,ENSG00000260428.3,GENCODE Primary,1,1
SCX,ENSG00000260428.3,Protein Coding (contains an ORF),1,1
SCYGR1,ENSG00000284629.1,GENCODE Basic,1,1
SCYGR1,ENSG00000284629.1,GENCODE Comprehensive,1,1
SCYGR1,ENSG00000284629.1,GENCODE Primary,1,1
SCYGR1,ENSG00000284629.1,Protein Coding (contains an ORF),1,1
SCYGR10,ENSG00000284622.2,GENCODE Basic,1,1
SCYGR10,ENSG00000284622.2,GENCODE Comprehensive,1,1
SCYGR10,ENSG00000284622.2,GENCODE Primary,1,1
SCYGR2,ENSG00000284643.1,GENCODE Basic,1,1
SCYGR2,ENSG00000284643.1,GENCODE Comprehensive,1,1
SCYGR2,ENSG00000284643.1,GENCODE Primary,1,1
SCYGR2,ENSG00000284643.1,Protein Coding (contains an ORF),1,1
SCYGR3,ENSG00000284704.1,GENCODE Basic,1,1
SCYGR3,ENSG00000284704.1,GENCODE Comprehensive,1,1
SCYGR3,ENSG00000284704.1,GENCODE Primary,1,1
SCYGR3,ENSG00000284704.1,Protein Coding (contains an ORF),1,1
SCYGR4,ENSG00000284631.2,GENCODE Basic,1,1
SCYGR4,ENSG00000284631.2,GENCODE Comprehensive,1,1
SCYGR4,ENSG00000284631.2,GENCODE Primary,1,1
SCYGR4,ENSG00000284631.2,Protein Coding (contains an ORF),1,1
SCYGR5,ENSG00000284667.1,GENCODE Basic,1,1
SCYGR5,ENSG00000284667.1,GENCODE Comprehensive,1,1
SCYGR5,ENSG00000284667.1,GENCODE Primary,1,1
SCYGR5,ENSG00000284667.1,Protein Coding (contains an ORF),1,1
SCYGR6,ENSG00000284725.1,GENCODE Basic,1,1
SCYGR6,ENSG00000284725.1,GENCODE Comprehensive,1,1
SCYGR6,ENSG00000284725.1,GENCODE Primary,1,1
SCYGR6,ENSG00000284725.1,Protein Coding (contains an ORF),1,1
SCYGR7,ENSG00000284718.1,GENCODE Basic,1,1
SCYGR7,ENSG00000284718.1,GENCODE Comprehensive,1,1
SCYGR7,ENSG00000284718.1,GENCODE Primary,1,1
SCYGR7,ENSG00000284718.1,Protein Coding (contains an ORF),1,1
SCYGR8,ENSG00000284635.2,GENCODE Basic,1,1
SCYGR8,ENSG00000284635.2,GENCODE Comprehensive,1,1
SCYGR8,ENSG00000284635.2,GENCODE Primary,1,1
SCYGR8,ENSG00000284635.2,Protein Coding (contains an ORF),1,1
SCYL1,ENSG00000142186.18,GENCODE Basic,6,6
SCYL1,ENSG00000142186.18,GENCODE Comprehensive,14,>10
SCYL1,ENSG00000142186.18,GENCODE Primary,5,5
SCYL1,ENSG00000142186.18,Protein Coding (contains an ORF),7,7
SCYL2,ENSG00000136021.19,GENCODE Basic,2,2
SCYL2,ENSG00000136021.19,GENCODE Comprehensive,10,10
SCYL2,ENSG00000136021.19,GENCODE Primary,1,1
SCYL2,ENSG00000136021.19,Protein Coding (contains an ORF),3,3
SCYL3,ENSG00000000457.14,GENCODE Basic,3,3
SCYL3,ENSG00000000457.14,GENCODE Comprehensive,5,5
SCYL3,ENSG00000000457.14,GENCODE Primary,2,2
SCYL3,ENSG00000000457.14,Protein Coding (contains an ORF),4,4
SDAD1,ENSG00000198301.12,GENCODE Basic,2,2
SDAD1,ENSG00000198301.12,GENCODE Comprehensive,9,9
SDAD1,ENSG00000198301.12,GENCODE Primary,1,1
SDAD1,ENSG00000198301.12,Protein Coding (contains an ORF),2,2
SDC1,ENSG00000115884.11,GENCODE Basic,3,3
SDC1,ENSG00000115884.11,GENCODE Comprehensive,6,6
SDC1,ENSG00000115884.11,GENCODE Primary,3,3
SDC1,ENSG00000115884.11,Protein Coding (contains an ORF),4,4
SDC2,ENSG00000169439.12,GENCODE Basic,3,3
SDC2,ENSG00000169439.12,GENCODE Comprehensive,5,5
SDC2,ENSG00000169439.12,GENCODE Primary,1,1
SDC2,ENSG00000169439.12,Protein Coding (contains an ORF),5,5
SDC3,ENSG00000162512.16,GENCODE Basic,2,2
SDC3,ENSG00000162512.16,GENCODE Comprehensive,4,4
SDC3,ENSG00000162512.16,GENCODE Primary,2,2
SDC3,ENSG00000162512.16,Protein Coding (contains an ORF),2,2
SDC4,ENSG00000124145.6,GENCODE Basic,1,1
SDC4,ENSG00000124145.6,GENCODE Comprehensive,1,1
SDC4,ENSG00000124145.6,GENCODE Primary,1,1
SDC4,ENSG00000124145.6,Protein Coding (contains an ORF),1,1
SDCBP,ENSG00000137575.12,GENCODE Basic,8,8
SDCBP,ENSG00000137575.12,GENCODE Comprehensive,12,>10
SDCBP,ENSG00000137575.12,GENCODE Primary,6,6
SDCBP,ENSG00000137575.12,Protein Coding (contains an ORF),8,8
SDCBP2,ENSG00000125775.15,GENCODE Basic,4,4
SDCBP2,ENSG00000125775.15,GENCODE Comprehensive,5,5
SDCBP2,ENSG00000125775.15,GENCODE Primary,2,2
SDCBP2,ENSG00000125775.15,Protein Coding (contains an ORF),4,4
SDCCAG8,ENSG00000054282.16,GENCODE Basic,1,1
SDCCAG8,ENSG00000054282.16,GENCODE Comprehensive,11,>10
SDCCAG8,ENSG00000054282.16,GENCODE Primary,1,1
SDCCAG8,ENSG00000054282.16,Protein Coding (contains an ORF),3,3
SDE2,ENSG00000143751.10,GENCODE Basic,1,1
SDE2,ENSG00000143751.10,GENCODE Comprehensive,1,1
SDE2,ENSG00000143751.10,GENCODE Primary,1,1
SDE2,ENSG00000143751.10,Protein Coding (contains an ORF),1,1
SDF2,ENSG00000132581.10,GENCODE Basic,1,1
SDF2,ENSG00000132581.10,GENCODE Comprehensive,10,10
SDF2,ENSG00000132581.10,GENCODE Primary,1,1
SDF2,ENSG00000132581.10,Protein Coding (contains an ORF),2,2
SDF2L1,ENSG00000128228.5,GENCODE Basic,1,1
SDF2L1,ENSG00000128228.5,GENCODE Comprehensive,2,2
SDF2L1,ENSG00000128228.5,GENCODE Primary,1,1
SDF2L1,ENSG00000128228.5,Protein Coding (contains an ORF),1,1
SDF4,ENSG00000078808.20,GENCODE Basic,2,2
SDF4,ENSG00000078808.20,GENCODE Comprehensive,6,6
SDF4,ENSG00000078808.20,GENCODE Primary,2,2
SDF4,ENSG00000078808.20,Protein Coding (contains an ORF),3,3
SDHA,ENSG00000073578.18,GENCODE Basic,3,3
SDHA,ENSG00000073578.18,GENCODE Comprehensive,18,>10
SDHA,ENSG00000073578.18,GENCODE Primary,2,2
SDHA,ENSG00000073578.18,Protein Coding (contains an ORF),5,5
SDHAF1,ENSG00000205138.4,GENCODE Basic,1,1
SDHAF1,ENSG00000205138.4,GENCODE Comprehensive,1,1
SDHAF1,ENSG00000205138.4,GENCODE Primary,1,1
SDHAF1,ENSG00000205138.4,Protein Coding (contains an ORF),1,1
SDHAF2,ENSG00000167985.8,GENCODE Basic,7,7
SDHAF2,ENSG00000167985.8,GENCODE Comprehensive,11,>10
SDHAF2,ENSG00000167985.8,GENCODE Primary,4,4
SDHAF2,ENSG00000167985.8,Protein Coding (contains an ORF),7,7
SDHAF3,ENSG00000196636.8,GENCODE Basic,2,2
SDHAF3,ENSG00000196636.8,GENCODE Comprehensive,4,4
SDHAF3,ENSG00000196636.8,GENCODE Primary,1,1
SDHAF3,ENSG00000196636.8,Protein Coding (contains an ORF),2,2
SDHAF4,ENSG00000154079.6,GENCODE Basic,1,1
SDHAF4,ENSG00000154079.6,GENCODE Comprehensive,2,2
SDHAF4,ENSG00000154079.6,GENCODE Primary,1,1
SDHAF4,ENSG00000154079.6,Protein Coding (contains an ORF),1,1
SDHB,ENSG00000117118.12,GENCODE Basic,6,6
